id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat
4571,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,42,2,41,41,24,42,0,0,0,42,42,0,Generic
4572,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,20,20,9,20,0,0,0,20,20,0,Generic
4573,0.000006,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,32,2,4,4,4,32,0,0,0,4,32,0,Generic
4574,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,2,33,33,14,39,0,0,0,33,39,0,Generic
4575,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,9,9,9,13,0,0,0,9,13,0,Generic
4576,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,42,2,41,41,24,42,0,0,0,42,42,0,Generic
4577,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,20,20,9,20,0,0,0,20,20,0,Generic
4578,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,50,2,34,34,23,50,0,0,0,34,50,0,Generic
4579,0.000006,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,32,2,4,4,4,32,0,0,0,4,32,0,Generic
4580,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,42,2,41,41,17,42,0,0,0,42,42,0,Generic
4581,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,13,2,9,9,9,13,0,0,0,9,13,0,Generic
4582,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,35,34,7,40,0,0,0,34,40,0,Generic
4583,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,8,8,8,29,0,0,0,8,29,0,Generic
4584,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,17,17,17,26,0,0,0,17,26,0,Generic
4585,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,35,34,7,40,0,0,0,34,40,0,Generic
4586,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,6,6,6,14,0,0,0,6,14,0,Generic
4587,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,39,39,24,49,0,0,0,40,49,0,Generic
4588,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,34,34,22,36,0,0,0,34,36,0,Generic
4589,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,50,2,34,34,11,50,0,0,0,34,50,0,Generic
4590,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,14,2,8,8,8,14,0,0,0,8,14,0,Generic
4591,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,39,39,24,49,0,0,0,40,49,0,Generic
4592,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,27,43,0,Generic
4593,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,18,18,18,29,0,0,0,18,29,0,Generic
4594,0.000006,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,30,2,31,30,15,30,0,0,0,30,30,0,Generic
4595,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,37,37,10,45,0,0,0,37,45,0,Generic
4596,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,39,39,24,49,0,0,0,40,49,0,Generic
4597,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,27,43,0,Generic
4598,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,18,18,18,29,0,0,0,18,29,0,Generic
4599,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,14,38,0,0,0,38,38,0,Generic
4600,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,44,2,39,39,23,44,0,0,0,39,44,0,Generic
4601,0.571786,tcp,http,FIN,12,26,1206,29462,64.709526,62,252,15474.32129,396358.0938,2,11,51.980546,18.946,2785.407305,2300.475456,255,301433019,938137334,255,0.156597,0.08186,0.074737,101,1133,1,13824,1,1,1,1,1,1,0,0,4,1,1,0,Generic
4602,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,2,17,17,11,39,0,0,0,18,39,0,Generic
4603,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,27,43,0,Generic
4604,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,29,2,3,3,3,29,0,0,0,3,29,0,Generic
4605,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,14,38,0,0,0,38,38,0,Generic
4606,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,44,2,39,39,23,44,0,0,0,39,44,0,Generic
4607,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,10,2,2,2,2,10,0,0,0,2,10,0,Generic
4608,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,50,2,50,50,38,50,0,0,0,50,50,0,Generic
4609,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,27,43,0,Generic
4610,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,10,10,6,33,0,0,0,10,33,0,Generic
4611,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic
4612,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,44,2,39,39,16,44,0,0,0,39,44,0,Generic
4613,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,Generic
4614,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,20,2,3,3,3,20,0,0,0,3,20,0,Generic
4615,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,10,10,6,33,0,0,0,10,33,0,Generic
4616,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,25,25,25,43,0,0,0,27,43,0,Generic
4617,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic
4618,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,44,2,39,39,16,44,0,0,0,39,44,0,Generic
4619,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,7,2,7,7,7,7,0,0,0,7,7,0,Generic
4620,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,33,33,19,38,0,0,0,33,38,0,Generic
4621,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,15,15,15,40,0,0,0,15,40,0,Generic
4622,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic
4623,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,34,34,12,36,0,0,0,34,36,0,Generic
4624,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,15,15,15,40,0,0,0,15,40,0,Generic
4625,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic
4626,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,6,2,6,6,6,6,0,0,0,6,6,0,Generic
4627,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,15,15,15,40,0,0,0,15,40,0,Generic
4628,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,23,23,23,24,0,0,0,23,24,0,Generic
4629,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,Generic
4630,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,25,25,25,40,0,0,0,25,40,0,Generic
4631,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,23,23,23,24,0,0,0,23,24,0,Generic
4632,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,11,2,8,8,8,11,0,0,0,8,11,0,Generic
4633,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,16,16,10,35,0,0,0,16,35,0,Generic
4634,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,23,23,23,24,0,0,0,23,24,0,Generic
4635,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic
4636,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,27,27,15,43,0,0,0,27,43,0,Generic
4637,0.000009,udp,snmp,INT,2,0,300,0,111111.1072,254,0,133333328,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1,2,1,1,1,1,0,0,0,3,1,0,Generic
4638,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,23,23,23,24,0,0,0,23,24,0,Generic
4639,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic
4640,0.000001,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,29,29,13,45,0,0,0,29,45,0,Generic
4641,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,27,27,15,43,0,0,0,27,43,0,Generic
4642,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,24,38,0,0,0,38,38,0,Generic
4643,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,Generic
4644,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,27,27,15,43,0,0,0,27,43,0,Generic
4645,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,16,16,8,45,0,0,0,16,45,0,Generic
4646,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,24,38,0,0,0,38,38,0,Generic
4647,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,9,9,9,17,0,0,0,9,17,0,Generic
4648,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,26,25,25,27,0,0,0,26,26,0,Generic
4649,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,27,27,15,43,0,0,0,27,43,0,Generic
4650,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,51,2,37,37,19,51,0,0,0,37,51,0,Generic
4651,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,8,8,8,17,0,0,0,8,17,0,Generic
4652,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,45,45,28,45,0,0,0,45,45,0,Generic
4653,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,26,25,25,27,0,0,0,26,26,0,Generic
4654,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,27,2,11,11,7,27,0,0,0,11,27,0,Generic
4655,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,16,16,8,45,0,0,0,16,45,0,Generic
4656,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,8,8,8,17,0,0,0,8,17,0,Generic
4657,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,9,9,9,35,0,0,0,9,35,0,Generic
4658,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,40,2,25,25,25,40,0,0,0,25,40,0,Generic
4659,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,26,25,25,27,0,0,0,26,26,0,Generic
4660,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,45,2,45,45,28,45,0,0,0,45,45,0,Generic
4661,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,38,38,24,38,0,0,0,38,38,0,Generic
4662,0.000004,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,9,9,9,17,0,0,0,9,17,0,Generic
4663,0.000007,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,9,9,9,35,0,0,0,9,35,0,Generic
4664,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,9,9,9,34,0,0,0,9,34,0,Generic
4665,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,18,18,18,25,0,0,0,18,25,0,Generic
4666,0.263786,tcp,http,FIN,10,8,502,566,64.446183,254,252,13708.08203,15042.49707,2,2,29.309556,30.557857,1453.903662,53.155871,255,2757305107,2161012184,255,0.056756,0.025133,0.031623,50,71,1,21,2,1,1,1,1,2,0,0,1,1,1,0,DoS
4667,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,10,9,9,9,0,0,0,9,9,0,Generic
4668,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,18,18,18,25,0,0,0,18,25,0,Generic
4669,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,12,12,12,21,0,0,0,12,21,0,Generic
4670,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,9,2,10,9,9,9,0,0,0,9,9,0,Generic
4671,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,35,35,15,36,0,0,0,35,36,0,Generic
4672,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,12,12,12,21,0,0,0,12,21,0,Generic
4673,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,16,16,9,16,0,0,0,16,16,0,Generic
4674,0.186488,tcp,http,FIN,10,6,1066,268,80.434129,254,252,41182.27344,9609.197266,2,1,19.482,34.522,1045.891103,60.508418,255,1721598713,814684326,255,0.062527,0.013871,0.048656,107,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
4675,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,25,25,25,34,0,0,0,25,34,0,Generic
4676,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,35,35,15,36,0,0,0,35,36,0,Generic
4677,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,21,2,12,12,12,21,0,0,0,12,21,0,Generic
4678,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,16,16,9,16,0,0,0,16,16,0,Generic
4679,0.267588,tcp,http,FIN,10,8,830,1552,63.530505,62,252,22332.8418,40599.73047,2,2,29.732,37.00657,1455.859524,53.756406,255,2152835742,1426053390,255,0.056984,0.006922,0.050062,83,194,1,348,2,1,1,1,1,1,0,0,1,1,1,0,Exploits
4680,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,27,27,12,43,0,0,0,27,43,0,Generic
4681,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,19,19,7,35,0,0,0,19,35,0,Generic
4682,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,26,33,0,Generic
4683,0.785246,tcp,smtp,FIN,40,22,31179,1914,77.682661,62,252,309711.8438,18613.27539,17,8,20.134513,37.054477,1347.924308,44.729496,255,2603915487,1669313036,255,0.051843,0.006445,0.045398,779,87,0,0,2,1,2,2,1,2,0,0,0,2,2,0,Exploits
4684,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,43,2,18,18,18,43,0,0,0,18,43,0,Generic
4685,0.000008,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,42,2,22,21,12,42,0,0,0,21,42,0,Generic
4686,0.000005,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,19,19,12,35,0,0,0,19,35,0,Generic
4687,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,49,2,24,24,11,49,0,0,0,24,49,0,Generic
4688,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,26,33,0,Generic
4689,0.413497,tcp,ftp-data,FIN,8,8,364,800,36.275958,62,252,6171.749512,13543.02441,1,2,59.071002,53.943855,3743.807442,105.827359,255,3968191930,3828941228,255,0.089664,0.035263,0.054401,46,100,0,0,1,1,3,1,1,2,0,0,0,2,1,0,Exploits
4690,0.000006,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,26,26,17,35,0,0,0,27,35,0,Generic
4691,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,47,2,13,13,4,47,0,0,0,13,47,0,Generic
4692,0.000005,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,19,19,12,35,0,0,0,19,35,0,Generic
4693,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,36,2,36,36,16,36,0,0,0,36,36,0,Generic
4694,0.000003,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,25,25,25,33,0,0,0,26,33,0,Generic
4695,0.000006,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,35,2,26,26,17,35,0,0,0,27,35,0,Generic
4696,0.000009,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,47,2,13,13,4,47,0,0,0,13,47,0,Generic
4697,1.016291,tcp,ftp,FIN,20,22,1124,1658,40.342775,62,252,8407.041016,12460.99805,7,9,53.488999,47.386903,3025.262448,2551.573605,255,620890039,1577844484,255,0.03117,0.020475,0.010695,56,75,0,0,1,1,3,1,1,2,1,1,0,2,1,0,Exploits
4698,0.553379,tcp,http,FIN,10,8,844,3136,30.720356,62,252,10987.04492,39669.01563,2,2,61.486556,68.65743,3195.514664,113.205445,255,1220714321,1842992226,255,0.159845,0.072097,0.087748,84,392,1,1142,1,1,1,1,1,1,0,0,1,1,1,0,Exploits
